type	source	date	amount	purpose_scrubbed	property_scrubbed	purpose	property	city	state
FEC	Donald J. Trump for President, Inc.	Aug 1, 2017	37541.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 3, 2017	2000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 3, 2017	4550.0	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 7, 2017	25885.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 8, 2017	1820.56	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925528]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Sep 8, 2017	1820.56	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925528]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Sep 14, 2017	253.44	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925528]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 9, 2017	217.75	Food	Trump Restaurants LLC	AMEX PMT [SB23.925530]: MEETING EXPENSE: MEALS	TRUMP RESTAURANTS, LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 10, 2017	9510.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 13, 2017	797.86	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925529]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 19, 2017	1251.32	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925529]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 19, 2017	1416.26	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925529]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Oct 26, 2017	3144.28	Lodging	Trump Hotel D.C	AMEX PMT [SB23.925529]: TRAVEL: LODGING	THE TRUMP INTL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 13, 2017	16.1	Food	Trump Hotel D.C	AMEX PMT [SB23.1179444]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 13, 2017	3850.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Nov 15, 2017	686.33	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179444]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 29, 2017	216.7	Food	BLT Prime D.C	AMEX PMT [SB23.1179444]: MEETING EXPENSE: MEALS	BLT PRIME	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 30, 2017	45.4	Food	Trump Hotel D.C	AMEX PMT [SB23.1179444]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 30, 2017	131.0	Food	Trump Hotel D.C	AMEX PMT [SB23.1179444]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Nov 30, 2017	1376.63	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179444]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 1, 2017	7600.0	Event	Trump Hotel D.C	AMEX PMT [SB23.1179442]: FACILITY RENTAL & CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 1, 2017	26500.0	Event	Trump Hotel D.C	AMEX PMT [SB23.1179442]: FACILITY RENTAL & CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 1, 2017	9510.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 1, 2017	11000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 11, 2017	9510.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Dec 14, 2017	415.4	Food	BLT Prime D.C	AMEX PMT [SB23.1179442]: MEETING EXPENSE: MEALS	BLT PRIME	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 14, 2017	535.26	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179444]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 15, 2017	25151.86	Event	Trump Hotel D.C	AMEX PMT [SB23.1179442]: FACILITY RENTAL & CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 15, 2017	22.0	Other	Trump Hotel D.C	AMEX PMT [SB23.1179442]: PARKING EXPENSE	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Dec 17, 2017	341.12	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179444]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 3, 2018	95.81	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jan 17, 2018	18.2	Food	BLT Prime D.C	AMEX PMT [SB23.1179443]: MEETING EXPENSE: MEALS	BLT PRIME	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 17, 2018	7928.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Donald J. Trump for President, Inc.	Jan 17, 2018	112.2	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179443]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 18, 2018	3850.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jan 18, 2018	3850.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jan 29, 2018	2000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jan 31, 2018	29.2	Food	Trump Hotel D.C	AMEX PMT [SB23.1179443]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Jan 31, 2018	1298.83	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179443]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 1, 2018	117.9	Food	Trump Hotel D.C	AMEX PMT [SB23.1179443]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 2, 2018	130.4	Food	Trump Hotel D.C	AMEX PMT [SB23.1179443]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 2, 2018	1924.18	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179443]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 3, 2018	1755.18	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179443]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 3, 2018	11.0	Lodging	Trump Hotel D.C	AMEX PMT [SB23.1179443]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Feb 26, 2018	3000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Feb 27, 2018	46.5	Food	Trump Hotel D.C	AMEX PMT [SB23.1179443]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Donald J. Trump for President, Inc.	Mar 2, 2018	7700.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Mar 9, 2018	37541.67	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Mar 12, 2018	16112.0	Legal	The Trump Corporation	LEGAL CONSULTING	THE TRUMP CORPORATION	New York	NY
FEC	Texas Patriots PAC	May 3, 2015	1303.46	Event	Trump Hotel NY	Gifts for Trump Event	Trump Tower	New York	NY
FEC	Lessig2016.Us	Oct 2, 2015	851.13	Lodging	Trump Soho NY	Lodging	Trump Soho	New York	NY
FEC	America'S Liberty PAC	Apr 14, 2016	41.37	Food	Trump Hotel NY	Meals - TD credit card	Trump International Hotel	New York	NY
FEC	America'S Liberty PAC	Apr 14, 2016	58.29	Food	Trump Hotel NY	Meals - TD credit card	Trump International Hotel	New York	NY
FEC	Marino for Congress	Jun 4, 2016	214.42	Food	Trump Golf Club D.C.	FOOD/BEVERAGES	TRUMP NATIONAL GOLF CLUB	Sterling	VA
FEC	New Jersey Republican State Committee	Jun 6, 2016	639.19	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Jun 6, 2016	599.63	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Trump Victory	Jun 10, 2016	952.66	Event	Trump Restaurants LLC	FACILITY RENTAL/CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Trump Victory	Jun 15, 2016	1152.53	Event	Trump Hotel Las Vegas	FACILITY RENTAL/CATERING SERVICES	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	New Jersey Republican State Committee	Jul 8, 2016	991.09	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Jul 8, 2016	772.68	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Trump Victory	Jul 12, 2016	3984.41	Event	Trump Hotel Chicago	AMEX PMT [SB21B.8474]: FACILITY RENTAL & CATERING SERVICES	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Trump Victory	Jul 12, 2016	750.0	Lodging	Trump Hotel Chicago	AMEX PMT [SB21B.8474]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Republican National Committee	Jul 26, 2016	1333.72	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE                                                   	New York	NY
FEC	Republican National Committee	Aug 25, 2016	14986.92	Event	Trump Golf Club Miami	VENUE RENTAL AND CATERING	TRUMP NATIONAL DORAL MIAMI                                       	Doral	FL
FEC	Hillary for America	Sep 6, 2016	260.0	Other	Trump Hotel NY	Merchandise Not Made In America	Trump International Hotel	New York	NY
FEC	Hillary for America	Sep 6, 2016	260.0	Other	Trump Hotel NY	Merchandise Not Made In America	Trump International Hotel	New York	NY
FEC	New Jersey Republican State Committee	Sep 12, 2016	351.39	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Sep 12, 2016	283.2	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Sep 12, 2016	144.8	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Sep 12, 2016	340.85	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Sep 12, 2016	21.78	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Trump Victory	Sep 13, 2016	8799.17	Event	Trump Golf Club Charlotte	FACILITY RENTAL & CATERING SERVICES	TRUMP NATIONAL GOLF CLUB CHARLOTTE	Mooresville	NC
FEC	Plaster for Congress	Sep 20, 2016	200.4	Event	Trump Hotel D.C	Event	Trump International Hotel	Washington	DC
FEC	Trump Victory	Sep 20, 2016	2229.76	Event	Trump Restaurants LLC	FACILITY RENTAL & CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Drew Ferguson for Congress Inc.	Sep 23, 2016	1659.1	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel Washington	Washington	DC
FEC	Trump Victory	Sep 27, 2016	686.89	Event	Trump Soho NY	REIMBURSEMENT [SB21B.24319]: FACILITY RENTAL/CATERING SERVICES	TRUMP SOHO	New York	NY
FEC	Crenshaw for Congress Campaign	Sep 29, 2016	1990.68	Travel	Trump Hotel D.C	TRAVEL	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Trump Victory	Sep 30, 2016	511306.15	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	New Jersey Republican State Committee	Oct 1, 2016	508.03	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Oct 1, 2016	389.92	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Republican National Committee	Oct 5, 2016	72.5	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Rebuilding America Now	Oct 6, 2016	2082.04	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Trump Victory	Oct 6, 2016	1058.27	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Trump Victory	Oct 12, 2016	37823.09	Event	Trump Hotel Las Vegas	AMEX PMT [SB21B.23623]: FACILITY RENTAL/CATERING SERVICES	TRUMP HOTEL	Las Vegas	NV
FEC	Drew Ferguson for Congress Inc.	Oct 13, 2016	156.8	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel Washington	Washington	DC
FEC	Trump Victory	Oct 13, 2016	10860.19	Event	Trump Hotel Las Vegas	AMEX PMT [SB21B.23623]: FACILITY RENTAL/CATERING SERVICES	TRUMP HOTEL	Las Vegas	NV
FEC	Trump Victory	Oct 13, 2016	37823.09	Lodging	Trump Hotel Las Vegas	AMEX PMT [SB17.23144]: TRAVEL: LODGING	TRUMP HOTEL LAS VEGAS	Las Vegas	NV
FEC	Republican National Committee	Oct 14, 2016	10.21	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE	New York	NY
FEC	Republican National Committee	Oct 14, 2016	9.0	Travel	Trump Hotel Las Vegas	TRAVEL EXPENSES	TRUMP HOTEL LAS VEGAS	Las Vegas	NV
FEC	Trump Victory	Oct 14, 2016	10860.19	Lodging	Trump Hotel Las Vegas	AMEX PMT [SB17.23144]: TRAVEL: LODGING	TRUMP HOTEL LAS VEGAS	Las Vegas	NV
FEC	Sarah PAC	Oct 18, 2016	250.0	Lodging	Trump Hotel Las Vegas	lodging	Trump International Las Vegas	Las Veagas	NV
FEC	American Bridge 21St Century	Oct 20, 2016	922.87	Other	Trump Hotel D.C	Research	Trump International Hotel	Washington	DC
FEC	Trump Victory	Oct 20, 2016	1088.75	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Committee To Re-Elect Trent Franks To Congress	Oct 21, 2016	626.8	Food	Trump Hotel D.C	Food & Beverage	Trump International Hotel	Washington	DC
FEC	Trump Victory	Oct 26, 2016	10670.08	Event	Trump Hotel Las Vegas	AMEX PMT [SB21B.23623]: FACILITY RENTAL/CATERING SERVICES	TRUMP HOTEL	Las Vegas	NV
FEC	Republican Campaign Committee of New Mexico	Oct 27, 2016	461.76	Lodging	Trump Hotel Las Vegas	Travel/Lodging	Trump International Hotel	Las Vegas	NV
FEC	Trump Victory	Oct 27, 2016	10670.08	Event	Trump Hotel Las Vegas	AMEX PMT [SB17.23144]: FACILITY RENTAL/CATERING SERVICES	TRUMP HOTEL LAS VEGAS	Las Vegas	NV
FEC	American Bridge 21St Century	Nov 10, 2016	731.36	Travel	Trump Hotel D.C	Travel	Trump International Hotel	Washington	DC
FEC	New Jersey Republican State Committee	Nov 10, 2016	491.07	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Nov 10, 2016	918.02	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Republican Party of Florida	Nov 15, 2016	733.84	Travel	Trump Hotel Las Vegas	travel	Trump International Hotel	Las Vegas	NV
FEC	Trump Victory	Nov 18, 2016	759.38	Lodging	Trump Hotel D.C	REIMBURSEMENT [SB21B.23361]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Mccaul for Congress, Inc	Dec 2, 2016	7585.67	Event	BLT Prime D.C	Facility use, food and beverage	BLT Prime - Trump DC	Washington	DC
FEC	Committee On Arrangements for the 2016 Republican National Convention	Dec 7, 2016	281.5	Other	Trump Hotel D.C	meeting expense	Trump Hotel	Washington	DC
FEC	Republican National Committee	Dec 7, 2016	54562.0	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Republican National Committee	Dec 9, 2016	297.59	Travel	Trump Grill NY	TRAVEL EXPENSES	THE TRUMP GRILL	New York	NY
FEC	Marino for Congress	Dec 10, 2016	409.69	Travel	Trump Hotel NY	TRAVEL	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Marino for Congress	Dec 10, 2016	174.81	Travel	Trump Hotel NY	TRAVEL	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Carly for America	Dec 14, 2016	1558.24	Travel	Trump Hotel NY	TRAVEL	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Carly for America	Dec 14, 2016	1506.76	Travel	Trump Hotel NY	TRAVEL	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Carly for America	Dec 14, 2016	2815.81	Travel	Trump Hotel NY	TRAVEL	TRUMP INTERNATIONAL HOTEL & TOWER	New York	NY
FEC	Rebuilding America Now	Dec 14, 2016	184.0	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Rebuilding America Now	Dec 14, 2016	120.0	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Neugebauer Congressional Committee	Dec 15, 2016	524.2	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel DC	Washington	DC
FEC	Rebuilding America Now	Dec 15, 2016	102.5	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Tenn Political Action Committee Inc (Tenn Pac)	Dec 15, 2016	659.4	Food	Trump Hotel D.C	PAC travel/meals	Trump International Hotel	Washington	DC
FEC	Rebuilding America Now	Dec 16, 2016	77.7	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Rebuilding America Now	Dec 16, 2016	298.6	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Rebuilding America Now	Dec 16, 2016	104.9	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Republican National Committee	Dec 16, 2016	280.44	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE                                                   	New York	NY
FEC	Republican National Committee	Dec 16, 2016	99.06	Travel	Trump Golf Club Miami	TRAVEL EXPENSES	TRUMP NATIONAL DORAL MIAMI                                       	Doral	FL
FEC	Rebuilding America Now	Dec 20, 2016	1223.0	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Republican National Committee	Dec 20, 2016	6092.0	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Republican National Committee	Dec 21, 2016	1099.8	Event	BLT Prime D.C	CATERING/FOOD AND BEVERAGES	BLT PRIME	Washington	DC
FEC	Republican National Committee	Dec 21, 2016	186.0	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	OPO LOUNGE AT TRUMP HOTEL	Washington	DC
FEC	Republican National Committee	Dec 21, 2016	56449.67	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Republican National Committee	Dec 21, 2016	307.12	Travel	Trump Golf Club Palm Beach	TRAVEL EXPENSES	TRUMP INTL' GOLF CLUB WEST PALM BEACH                            	West Palm Beach	FL
FEC	Rebuilding America Now	Dec 22, 2016	857.2	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Texans for Jodey Arrington	Dec 23, 2016	6925.0	Event	Trump Hotel D.C	Facility use, food, and beverage	Trump International Hotel	Washington	DC
FEC	Citizens for Turner	Dec 28, 2016	248.7	Food	Trump Hotel D.C	Meeting Food and Beverage	Trump International Hotel DC	Washington	DC
FEC	Texans for Jodey Arrington	Jan 2, 2017	3314.85	Event	Trump Hotel D.C	Facility use, food, and beverage	Trump International Hotel	Washington	DC
FEC	Texans for Jodey Arrington	Jan 2, 2017	6363.14	Event	Trump Hotel D.C	Facility use, food, and beverage	Trump International Hotel	Washington	DC
FEC	Bob Corker for Senate 2018 Inc	Jan 3, 2017	1051.8	Lodging	Trump Hotel D.C.	LODGING	TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.	Washington	DC
FEC	Rebuilding America Now	Jan 3, 2017	561.9	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Rebuilding America Now	Jan 3, 2017	75.8	Food	Trump Hotel D.C.	FOOD/BEVERAGE	TRUMP OLD POST OFFICE	Washington	DC
FEC	Rebuilding America Now	Jan 3, 2017	70.3	Food	Trump Hotel D.C.	FOOD/BEVERAGE	TRUMP OLD POST OFFICE	Washington	DC
FEC	Republican Federal Committee of Pennsylvania	Jan 3, 2017	849.14	Lodging	Trump Hotel D.C	Travel - lodging	Trump International Hotel	Washington	DC
FEC	Great America PAC	Jan 7, 2017	100.0	Food	BLT Prime D.C	FOOD AND BEVERAGE	BLT PRIME	Washington	DC
FEC	Great America PAC	Jan 7, 2017	8.6	Other	Trump Hotel D.C	PARKING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	One Georgia PAC	Jan 10, 2017	150.0	Travel	Trump Golf Club Miami	REIMBURSEMENT [SB21B.5587]: TRAVEL: GROUND TRANSPORTATION	TRUMP NATIONAL DORAL	Miami	FL
FEC	Kevin Mccarthy for Congress	Jan 13, 2017	230.0	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel	Washington	DC
FEC	Rebuilding America Now	Jan 13, 2017	90.2	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	New Jersey Republican State Committee	Jan 16, 2017	789.37	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	New Jersey Republican State Committee	Jan 16, 2017	455.32	Travel	Trump Soho NY	[MEMO] Travel Expense	Trump Soho	New York	NY
FEC	Republican National Committee	Jan 19, 2017	701.9	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE	New York	NY
FEC	Pete King for Congress Committee	Jan 23, 2017	118.0	Food	Trump Hotel D.C	meal	Trump International Hotel	Washington	DC
FEC	Pompeo for Kansas, Inc.	Jan 23, 2017	256.6	Food	BLT Prime D.C	Meal	BLT PRIME	Washington	DC
FEC	Rebuilding America Now	Jan 23, 2017	352.6	Food	Trump Hotel D.C.	FOOD/BEVERAGE	TRUMP OLD POST OFFICE	Washington	DC
FEC	Keep America Rolling PAC	Jan 24, 2017	1203.8	Event	Trump Hotel D.C	Event Expense	Trump International Hotel	Washington	DC
FEC	Republican National Committee	Jan 24, 2017	47.0	Travel	Trump Hotel D.C	TRAVEL EXPENSES	TRUMP INTERNATIONAL HOTEL WDC	Washington	DC
FEC	NRSC	Jan 26, 2017	574.2	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT	Washington	DC
FEC	Crawford for Congress	Feb 6, 2017	1559.58	Lodging	Trump Hotel D.C	LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Pat Meehan for Congress	Feb 7, 2017	224.8	Food	BLT Prime D.C	Meeting Expense	BLT Prime	Washington	DC
FEC	Pat Meehan for Congress	Feb 7, 2017	224.8	Food	BLT Prime D.C	Meeting Expense	BLT Prime	Washington	DC
FEC	Jeff PAC	Feb 9, 2017	505.7	Event	BLT Prime D.C	FUNDRAISING EVENT	BLT PRIME	Washington	DC
FEC	Republican National Committee	Feb 16, 2017	391.44	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE                                                   	New York	NY
FEC	Trump Victory	Feb 17, 2017	2806.32	Event	Trump Restaurants LLC	CATERING SERVICES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Republican National Committee	Feb 21, 2017	68.7	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE                                                   	New York	NY
FEC	Republican National Committee	Feb 23, 2017	2558.77	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Upton for All of Us	Feb 24, 2017	402.93	Event	Other	Event Supplies	Shop.DonaldTrump.com	Lafayette	LA
FEC	Continuing America'S Strength and Security PAC	Feb 26, 2017	74.8	Food	Trump Hotel D.C	FOOD & BEVERAGE	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Bold Conservatives PAC	Feb 27, 2017	1723.23	Lodging	Trump Hotel D.C	Lodging for volunteers	Trump International Hotel	Washington	DC
FEC	Bill Shuster for Congress	Mar 1, 2017	2700.0	Event	BLT Prime D.C	EVENT CATERING	BLT PRIME	Washington	DC
FEC	Bold Conservatives PAC	Mar 1, 2017	14.43	Food	Trump Hotel D.C	Beverage for volunteer	Trump International Hotel	Washington	DC
FEC	Bold Conservatives PAC	Mar 1, 2017	22.8	Food	Trump Hotel D.C	Beverages for volunteers	Trump International Hotel	Washington	DC
FEC	Bold Conservatives PAC	Mar 1, 2017	197.8	Food	Trump Hotel D.C	Meal for Volunteers	Trump International Hotel	Washington	DC
FEC	Bold Conservatives PAC	Mar 1, 2017	874.4	Lodging	Trump Hotel D.C	Lodging for volunteers	Trump International Hotel	Washington	DC
FEC	Republican National Committee	Mar 1, 2017	396.0	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Walden for Congress	Mar 1, 2017	6341.73	Food	BLT Prime D.C	FUNDRAISING EXPENSE	BLT PRIME	Washington	DC
